canonical_id,exam,year,tier,paper,shift,date,artifact_type,source,source_trust_level,official_status,provisional_or_final,license_status,access_method,original_url,final_url,http_status,content_type,downloaded_at,file_size,sha256,notes,classification_status,classification_reason,relative_path,notes
ssc_cgl_2019_tier1_paper1_1_2019-06-04_question_paper,ssc_cgl,2019,tier1,paper1,1,04-06-2019,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-04-June-2019-Shift-1-English.pdf,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-04-June-2019-Shift-1-English.pdf,200,application/pdf,2026-05-18T13:42:55.018632+00:00,4579744,e2f8573530da535122274df0131a695baefc79eef122529f0e728aeb842ef7d6,Public direct shift-wise Tier 1 PDF with inline answers.,,,raw_sources\primary\2019\tier1\question_paper\ssc_cgl_2019_tier1_paper1_1_2019-06-04_question_paper.pdf,"questions are not properly rendered , like for example question 10 has no texts , and also these question papers, the paper seems to be an attempted paper by a candidate ."
ssc_cgl_2019_tier1_paper1_1_2019-06-04_solution_booklet,ssc_cgl,2019,tier1,paper1,1,04-06-2019,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-04-June-2019-Shift-1-English.pdf,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-04-June-2019-Shift-1-English.pdf,200,application/pdf,2026-05-18T13:43:12.655551+00:00,4579744,e2f8573530da535122274df0131a695baefc79eef122529f0e728aeb842ef7d6,Same solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2019\tier1\solution_booklet\ssc_cgl_2019_tier1_paper1_1_2019-06-04_solution_booklet.pdf,ssc_cgl_2019_tier1_paper1_1_2019-06-04_question_paper.pdf and ssc_cgl_2019_tier1_paper1_1_2019-06-04_question_paper.pdf are the same pdfs
ssc_cgl_2019_tier2_paper1_na_2019-09-11_question_paper,ssc_cgl,2019,tier2_paper1,paper1,na,11-09-2019,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-11th-September-2019.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-11th-September-2019.pdf,200,application/pdf,2026-05-18T13:43:29.390590+00:00,1477426,d02ed68ed3b676dafc0ff10f7a2248141fbfeb9c87217e26e4b064e4596ce1b9,Public Tier 2 English variant PDF for 2019 cycle; gap-fill source.,,,raw_sources\primary\2019\tier2_paper1\question_paper\ssc_cgl_2019_tier2_paper1_na_2019-09-11_question_paper.pdf,questions are rendered properly but it seems like an attempted paper by a student.
ssc_cgl_2019_tier2_paper1_na_2019-09-11_solution_booklet,ssc_cgl,2019,tier2_paper1,paper1,na,11-09-2019,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-11th-September-2019.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-11th-September-2019.pdf,200,application/pdf,2026-05-18T13:43:38.757559+00:00,1477426,d02ed68ed3b676dafc0ff10f7a2248141fbfeb9c87217e26e4b064e4596ce1b9,Same public solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2019\tier2_paper1\solution_booklet\ssc_cgl_2019_tier2_paper1_na_2019-09-11_solution_booklet.pdf,"answer key it’s the option which is in green color  , could cause confusion by the model or llm "
ssc_cgl_2020_tier1_paper1_1_2020-03-03_question_paper,ssc_cgl,2020,tier1,paper1,1,03-03-2020,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-03-March-2020-Shift-1-Hindi.pdf,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-03-March-2020-Shift-1-Hindi.pdf,200,application/pdf,2026-05-18T13:45:31.395749+00:00,2655394,a27982fd934830842204c45ee47291f448b99bc881e731bfac99f485602dd3d8,Public direct shift-wise Tier 1 PDF with inline answers.,,,raw_sources\primary\2020\tier1\question_paper\ssc_cgl_2020_tier1_paper1_1_2020-03-03_question_paper.pdf,
ssc_cgl_2020_tier1_paper1_1_2020-03-03_solution_booklet,ssc_cgl,2020,tier1,paper1,1,03-03-2020,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-03-March-2020-Shift-1-Hindi.pdf,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-03-March-2020-Shift-1-Hindi.pdf,200,application/pdf,2026-05-18T13:47:04.844633+00:00,2655394,a27982fd934830842204c45ee47291f448b99bc881e731bfac99f485602dd3d8,Same solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2020\tier1\solution_booklet\ssc_cgl_2020_tier1_paper1_1_2020-03-03_solution_booklet.pdf,
ssc_cgl_2020_tier2_paper1_na_2020-11-15_question_paper,ssc_cgl,2020,tier2_paper1,paper1,na,15-11-2020,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-15th-November-2020.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-15th-November-2020.pdf,200,application/pdf,2026-05-18T13:47:19.981063+00:00,2175313,e1c1e9cabec9197290e6950b501dd15af26b4276b924f08097eb1597aa61fd39,Public Tier 2 English variant PDF for 2020 cycle; gap-fill source.,,,raw_sources\primary\2020\tier2_paper1\question_paper\ssc_cgl_2020_tier2_paper1_na_2020-11-15_question_paper.pdf,
ssc_cgl_2020_tier2_paper1_na_2020-11-15_solution_booklet,ssc_cgl,2020,tier2_paper1,paper1,na,15-11-2020,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-15th-November-2020.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-15th-November-2020.pdf,200,application/pdf,2026-05-18T13:47:49.590064+00:00,2175313,e1c1e9cabec9197290e6950b501dd15af26b4276b924f08097eb1597aa61fd39,Same public solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2020\tier2_paper1\solution_booklet\ssc_cgl_2020_tier2_paper1_na_2020-11-15_solution_booklet.pdf,
ssc_cgl_2021_tier1_paper1_1_2021-08-13_question_paper,ssc_cgl,2021,tier1,paper1,1,13-08-2021,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-13-Aug-2021-Shift-1-English.pdf,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-13-Aug-2021-Shift-1-English.pdf,200,application/pdf,2026-05-18T13:48:06.210330+00:00,728517,a912c494092d8dc36a497a27f188c6cd2f2da4d6d826ddb1b94e9b0abd67fe3d,Public direct shift-wise Tier 1 PDF with inline answers.,,,raw_sources\primary\2021\tier1\question_paper\ssc_cgl_2021_tier1_paper1_1_2021-08-13_question_paper.pdf,
ssc_cgl_2021_tier1_paper1_1_2021-08-13_solution_booklet,ssc_cgl,2021,tier1,paper1,1,13-08-2021,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-13-Aug-2021-Shift-1-English.pdf,https://download.oliveboard.in/pdf/SSC-CGL-QUESTION-PAPER-13-Aug-2021-Shift-1-English.pdf,200,application/pdf,2026-05-18T13:48:14.190968+00:00,728517,a912c494092d8dc36a497a27f188c6cd2f2da4d6d826ddb1b94e9b0abd67fe3d,Same solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2021\tier1\solution_booklet\ssc_cgl_2021_tier1_paper1_1_2021-08-13_solution_booklet.pdf,
ssc_cgl_2021_tier2_paper1_na_2022-01-29_question_paper,ssc_cgl,2021,tier2_paper1,paper1,na,29-01-2022,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-29th-January-2022.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-29th-January-2022.pdf,200,application/pdf,2026-05-18T13:48:20.510196+00:00,1793189,36f96af0c4e0782998f4374a8a52f3895d9083e1bee459438449d251dc68d175,Public Tier 2 English variant PDF for 2021 cycle; gap-fill source.,,,raw_sources\primary\2021\tier2_paper1\question_paper\ssc_cgl_2021_tier2_paper1_na_2022-01-29_question_paper.pdf,
ssc_cgl_2021_tier2_paper1_na_2022-01-29_solution_booklet,ssc_cgl,2021,tier2_paper1,paper1,na,29-01-2022,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-29th-January-2022.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-29th-January-2022.pdf,200,application/pdf,2026-05-18T13:48:32.252659+00:00,1793189,36f96af0c4e0782998f4374a8a52f3895d9083e1bee459438449d251dc68d175,Same public solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2021\tier2_paper1\solution_booklet\ssc_cgl_2021_tier2_paper1_na_2022-01-29_solution_booklet.pdf,
ssc_cgl_2022_tier1_paper1_1_2022-12-01_question_paper,ssc_cgl,2022,tier1,paper1,1,01-12-2022,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/1-Dec-shift-1.pdf,https://download.oliveboard.in/pdf/1-Dec-shift-1.pdf,200,application/pdf,2026-05-18T13:48:43.960490+00:00,663235,92c370ff1c66b7b8aa32971e199638672ee9dc4ea055d6d1cca955a4ed06e22e,Public direct shift-wise Tier 1 PDF with inline answers.,,,raw_sources\primary\2022\tier1\question_paper\ssc_cgl_2022_tier1_paper1_1_2022-12-01_question_paper.pdf,
ssc_cgl_2022_tier1_paper1_1_2022-12-01_solution_booklet,ssc_cgl,2022,tier1,paper1,1,01-12-2022,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/1-Dec-shift-1.pdf,https://download.oliveboard.in/pdf/1-Dec-shift-1.pdf,200,application/pdf,2026-05-18T13:48:52.118752+00:00,663235,92c370ff1c66b7b8aa32971e199638672ee9dc4ea055d6d1cca955a4ed06e22e,Same solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2022\tier1\solution_booklet\ssc_cgl_2022_tier1_paper1_1_2022-12-01_solution_booklet.pdf,
ssc_cgl_2022_tier2_paper1_na_2022-08-08_question_paper,ssc_cgl,2022,tier2_paper1,paper1,na,08-08-2022,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-8th-August-2022.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-8th-August-2022.pdf,200,application/pdf,2026-05-18T13:49:07.698673+00:00,3253537,d9c06b2e21d813e2bbc81b4d3164fde989282bdbe214a6772de56e5d42c44867,Public Tier 2 English variant PDF for 2022 cycle; gap-fill source.,,,raw_sources\primary\2022\tier2_paper1\question_paper\ssc_cgl_2022_tier2_paper1_na_2022-08-08_question_paper.pdf,
ssc_cgl_2022_tier2_paper1_na_2022-08-08_solution_booklet,ssc_cgl,2022,tier2_paper1,paper1,na,08-08-2022,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-8th-August-2022.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-English-8th-August-2022.pdf,200,application/pdf,2026-05-18T13:50:07.816720+00:00,3253537,d9c06b2e21d813e2bbc81b4d3164fde989282bdbe214a6772de56e5d42c44867,Same public solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2022\tier2_paper1\solution_booklet\ssc_cgl_2022_tier2_paper1_na_2022-08-08_solution_booklet.pdf,
ssc_cgl_2023_tier1_paper1_1_2023-07-14_question_paper,ssc_cgl,2023,tier1,paper1,1,14-07-2023,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/14-July-shift-1-2023.pdf,https://download.oliveboard.in/pdf/14-July-shift-1-2023.pdf,200,application/pdf,2026-05-18T13:50:24.669713+00:00,512017,a3ad71bc2cf2a6748c736cceedf4be345c363dc0a0067f4ec3159fdaf05cc828,Public direct shift-wise Tier 1 PDF with inline answers.,,,raw_sources\primary\2023\tier1\question_paper\ssc_cgl_2023_tier1_paper1_1_2023-07-14_question_paper.pdf,
ssc_cgl_2023_tier1_paper1_1_2023-07-14_solution_booklet,ssc_cgl,2023,tier1,paper1,1,14-07-2023,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/14-July-shift-1-2023.pdf,https://download.oliveboard.in/pdf/14-July-shift-1-2023.pdf,200,application/pdf,2026-05-18T13:50:29.921385+00:00,512017,a3ad71bc2cf2a6748c736cceedf4be345c363dc0a0067f4ec3159fdaf05cc828,Same solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2023\tier1\solution_booklet\ssc_cgl_2023_tier1_paper1_1_2023-07-14_solution_booklet.pdf,
ssc_cgl_2023_tier2_paper1_na_2023-03-02_question_paper,ssc_cgl,2023,tier2_paper1,paper1,na,02-03-2023,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-2nd-March-2023.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-2nd-March-2023.pdf,200,application/pdf,2026-05-18T13:50:35.924541+00:00,1596553,b2fca777c8867d500885e4249fead337a41f0072f2aee62c4ee25b4cf98f917e,Public Tier 2 Paper 1 PDF with inline answers.,,,raw_sources\primary\2023\tier2_paper1\question_paper\ssc_cgl_2023_tier2_paper1_na_2023-03-02_question_paper.pdf,
ssc_cgl_2023_tier2_paper1_na_2023-03-02_solution_booklet,ssc_cgl,2023,tier2_paper1,paper1,na,02-03-2023,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-2nd-March-2023.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-2nd-March-2023.pdf,200,application/pdf,2026-05-18T13:50:46.835411+00:00,1596553,b2fca777c8867d500885e4249fead337a41f0072f2aee62c4ee25b4cf98f917e,Same solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2023\tier2_paper1\solution_booklet\ssc_cgl_2023_tier2_paper1_na_2023-03-02_solution_booklet.pdf,
ssc_cgl_2024_tier1_paper1_1_2024-09-10_question_paper,ssc_cgl,2024,tier1,paper1,1,10-09-2024,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/10-September-Shift-1.pdf,https://download.oliveboard.in/pdf/10-September-Shift-1.pdf,200,application/pdf,2026-05-18T13:50:57.673664+00:00,402079,dd21155a551bbf3e834f86266bbf2c789e7393436226317fbe39de3aa219a946,Public direct shift-wise Tier 1 PDF with inline answers.,,,raw_sources\primary\2024\tier1\question_paper\ssc_cgl_2024_tier1_paper1_1_2024-09-10_question_paper.pdf,
ssc_cgl_2024_tier1_paper1_1_2024-09-10_solution_booklet,ssc_cgl,2024,tier1,paper1,1,10-09-2024,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/10-September-Shift-1.pdf,https://download.oliveboard.in/pdf/10-September-Shift-1.pdf,200,application/pdf,2026-05-18T13:51:03.305456+00:00,402079,dd21155a551bbf3e834f86266bbf2c789e7393436226317fbe39de3aa219a946,Same solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2024\tier1\solution_booklet\ssc_cgl_2024_tier1_paper1_1_2024-09-10_solution_booklet.pdf,
ssc_cgl_2024_tier2_paper1_na_2025-01-18_question_paper,ssc_cgl,2024,tier2_paper1,paper1,na,18-01-2025,question_paper,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-Paper-1-18th-January-2025.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-Paper-1-18th-January-2025.pdf,200,application/pdf,2026-05-18T13:51:08.419176+00:00,2136904,9a6fc6a3a81dc849be568f2225eec3d172505d4ead4e0dcc6587e8156d6b840d,Public Tier 2 Paper 1 PDF for the 2024 cycle with inline answers.,,,raw_sources\primary\2024\tier2_paper1\question_paper\ssc_cgl_2024_tier2_paper1_na_2025-01-18_question_paper.pdf,
ssc_cgl_2024_tier2_paper1_na_2025-01-18_solution_booklet,ssc_cgl,2024,tier2_paper1,paper1,na,18-01-2025,solution_booklet,oliveboard,trusted_secondary,unofficial,na,unknown,manual,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-Paper-1-18th-January-2025.pdf,https://download.oliveboard.in/pdf/SSC-CGL-Tier-2-Paper-1-18th-January-2025.pdf,200,application/pdf,2026-05-18T13:51:21.318671+00:00,2136904,9a6fc6a3a81dc849be568f2225eec3d172505d4ead4e0dcc6587e8156d6b840d,Same solved PDF as question row; inline answers satisfy pairing.,,,raw_sources\primary\2024\tier2_paper1\solution_booklet\ssc_cgl_2024_tier2_paper1_na_2025-01-18_solution_booklet.pdf,
ssc_cgl_multi_multi_na_na_na_frequency_analysis_oliveboard_quant,ssc_cgl,multi,multi,na,na,na,frequency_analysis,oliveboard,derived_reference,derived,na,unknown,manual,https://www.oliveboard.in/blog/most-repeated-quantitative-aptitude-questions-for-ssc-cgl-tier-2/,https://www.oliveboard.in/blog/most-repeated-quantitative-aptitude-questions-for-ssc-cgl-tier-2/,200,text/html; charset=UTF-8,2026-05-18T13:51:33.803662+00:00,274501,8c6fc9609c7f6ca9e86f728f77b25a553dfd90962337c43ce5e9533ba09e753d,Derived-reference only. Repeated Quant questions analysis for atlas seeding; never mix into primary corpus.,,,raw_sources\derived_reference\oliveboard\frequency_analysis\ssc_cgl_multi_multi_na_na_na_frequency_analysis_oliveboard_quant.bin,
ssc_cgl_multi_multi_na_na_na_frequency_analysis_oliveboard_english,ssc_cgl,multi,multi,na,na,na,frequency_analysis,oliveboard,derived_reference,derived,na,unknown,manual,https://www.oliveboard.in/blog/most-repeated-english-questions-for-ssc-cgl-tier-2/,https://www.oliveboard.in/blog/most-repeated-english-questions-for-ssc-cgl-tier-2/,200,text/html; charset=UTF-8,2026-05-18T13:51:35.090712+00:00,249096,78f82e4624fa34412f650affc9520a7b1fa05cdb7df1401d09bf6a40c3de1216,Derived-reference only. Repeated English questions analysis for atlas seeding; never mix into primary corpus.,,,raw_sources\derived_reference\oliveboard\frequency_analysis\ssc_cgl_multi_multi_na_na_na_frequency_analysis_oliveboard_english.bin,
ssc_cgl_2019_tier1_paper1_na_na_answer_key,ssc_cgl,2019,tier1,paper1,na,na,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Final_Answer_key%20cgle19t1.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Final_Answer_key%20cgle19t1.pdf,200,application/pdf,2026-05-18T18:21:13.811949+00:00,73083,6c4414c8b14dd67b38e293052b8f241d8fa76810f100795b8f7fc5c2234f8f4e,Official SSC final answer key notice for CGLE 2019 Tier I.,,,raw_sources\primary\2019\tier1\answer_key\ssc_cgl_2019_tier1_paper1_na_na_answer_key.pdf,
ssc_cgl_2019_tier2_paper1_na_na_answer_key,ssc_cgl,2019,tier2_paper1,paper1,na,na,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/write-up_final_answer_keys_28020221.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/write-up_final_answer_keys_28020221.pdf,200,application/pdf,2026-05-18T18:21:14.402903+00:00,65316,d06aab6db4731eaf831eb7af4f1f5ff662dde8ade6512b75aa089e2ce45c7ae4,Official SSC final answer key notice for CGLE 2019 Tier II.,,,raw_sources\primary\2019\tier2_paper1\answer_key\ssc_cgl_2019_tier2_paper1_na_na_answer_key.pdf,
ssc_cgl_2020_tier1_paper1_na_2021-12-09_answer_key,ssc_cgl,2020,tier1,paper1,na,09-12-2021,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Final_answer_key_CGL_write_up_Tier-1_2020_09122021.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Final_answer_key_CGL_write_up_Tier-1_2020_09122021.pdf,200,application/pdf,2026-05-18T18:21:14.796037+00:00,7208,2e5867f851f595f490af79aac60c29c4dd41a531fd27a4f59703319dd7b26aa6,Official SSC final answer key notice for CGLE 2020 Tier I.,,,raw_sources\primary\2020\tier1\answer_key\ssc_cgl_2020_tier1_paper1_na_2021-12-09_answer_key.pdf,
ssc_cgl_2020_tier2_paper1_na_2022-05-05_answer_key,ssc_cgl,2020,tier2_paper1,paper1,na,05-05-2022,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Final_answerkey_CGL20_05052022.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Final_answerkey_CGL20_05052022.pdf,200,application/pdf,2026-05-18T18:21:15.135428+00:00,49027,0d2aa4f166fb46455e63644eec61611e44d424fe9fc9c36780a6136c76512e9d,Official SSC final answer key notice for CGLE 2020 Tier II.,,,raw_sources\primary\2020\tier2_paper1\answer_key\ssc_cgl_2020_tier2_paper1_na_2022-05-05_answer_key.pdf,
ssc_cgl_2021_tier1_paper1_na_2022-07-14_answer_key,ssc_cgl,2021,tier1,paper1,na,14-07-2022,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/CGLE_2021_Tier_1_Final_Answer_key_14072022.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/CGLE_2021_Tier_1_Final_Answer_key_14072022.pdf,200,application/pdf,2026-05-18T18:21:15.647292+00:00,446432,70ed6dd3a57e106b545171041b80fc881b93ef4cb91971346f1232ed3df4a5f2,Official SSC final answer key notice for CGLE 2021 Tier I.,,,raw_sources\primary\2021\tier1\answer_key\ssc_cgl_2021_tier1_paper1_na_2022-07-14_answer_key.pdf,
ssc_cgl_2021_tier2_paper1_na_2022-10-26_answer_key,ssc_cgl,2021,tier2_paper1,paper1,na,26-10-2022,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Writeup_Finalanswerkey_CGLE2021_26102022.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Writeup_Finalanswerkey_CGLE2021_26102022.pdf,200,application/pdf,2026-05-18T18:21:16.862999+00:00,417065,d3c3a499308fb7cc2659fa6abbf24179fd7c43c2db47951a1e1b17b6648d5d31,Official SSC final answer key notice for CGLE 2021 Tier II.,,,raw_sources\primary\2021\tier2_paper1\answer_key\ssc_cgl_2021_tier2_paper1_na_2022-10-26_answer_key.pdf,
ssc_cgl_2022_tier1_paper1_na_2023-02-27_answer_key,ssc_cgl,2022,tier1,paper1,na,27-02-2023,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/FinalAnswerkey_CGLE2022_tier1_27022023.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/FinalAnswerkey_CGLE2022_tier1_27022023.pdf,200,application/pdf,2026-05-18T18:21:18.013858+00:00,417461,ea25ddd7eee34d320672579a3dada9a70f886f7574b9951ee5f5b229970f1666,Official SSC final answer key notice for CGLE 2022 Tier I.,,,raw_sources\primary\2022\tier1\answer_key\ssc_cgl_2022_tier1_paper1_na_2023-02-27_answer_key.pdf,
ssc_cgl_2022_tier2_paper1_na_2023-05-29_answer_key,ssc_cgl,2022,tier2_paper1,paper1,na,29-05-2023,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Write_up_final_answer_key_29052023.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Write_up_final_answer_key_29052023.pdf,200,application/pdf,2026-05-18T18:21:19.043837+00:00,375232,013b6f19edc93ca56d89417213eb500de4b35492a17e74c751de0bca3b88e220,Official SSC final answer key notice for CGLE 2022 Tier II.,,,raw_sources\primary\2022\tier2_paper1\answer_key\ssc_cgl_2022_tier2_paper1_na_2023-05-29_answer_key.pdf,
ssc_cgl_2023_tier1_paper1_na_2023-09-29_answer_key,ssc_cgl,2023,tier1,paper1,na,29-09-2023,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Write_up_Answer%20Keys_CGLE_2023_T1_29092023.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Write_up_Answer%20Keys_CGLE_2023_T1_29092023.pdf,200,application/pdf,2026-05-18T18:21:20.883142+00:00,103644,5e163f124532c51ab305cbf1b3bb80032c8a8f1a3bb42552a5f0f6b0faeec36e,Official SSC final answer key notice for CGLE 2023 Tier I.,,,raw_sources\primary\2023\tier1\answer_key\ssc_cgl_2023_tier1_paper1_na_2023-09-29_answer_key.pdf,
ssc_cgl_2023_tier2_paper1_na_2023-12-16_answer_key,ssc_cgl,2023,tier2_paper1,paper1,na,16-12-2023,answer_key,ssc,official,official,final,unknown,manual,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Final_Answer_Key_CGLE2023_16122023.pdf,https://ssc.nic.in/SSCFileServer/PortalManagement/UploadedFiles/Final_Answer_Key_CGLE2023_16122023.pdf,200,application/pdf,2026-05-18T18:21:21.391087+00:00,158011,70280bd1ac008a03f1d9e94f12f2c6699a96e00d52dc1cd6609c16fcc61dd762,Official SSC final answer key notice for CGLE 2023 Tier II.,,,raw_sources\primary\2023\tier2_paper1\answer_key\ssc_cgl_2023_tier2_paper1_na_2023-12-16_answer_key.pdf,
ssc_cgl_2024_tier1_paper1_na_na_answer_key,ssc_cgl,2024,tier1,paper1,na,na,answer_key,freejobalert,trusted_secondary,unofficial,final,unknown,manual,https://img.freejobalert.com/uploads/2024/12/Tier-I-Final-Answer-Key-Notice-SSC-CGL-2024.pdf,https://img.freejobalert.com/uploads/2024/12/Tier-I-Final-Answer-Key-Notice-SSC-CGL-2024.pdf,200,application/pdf,2026-05-18T18:21:22.166078+00:00,522521,4243b5cd79c5c5cf337b5c687ef9f06f6230257144230d77b2c7644d0577a1e4,Mirror PDF for SSC CGL 2024 Tier I final answer key notice. Official SSC direct PDF not resolved in this pass.,,,raw_sources\primary\2024\tier1\answer_key\ssc_cgl_2024_tier1_paper1_na_na_answer_key.pdf,
ssc_cgl_2024_tier2_paper1_na_na_answer_key,ssc_cgl,2024,tier2_paper1,paper1,na,na,answer_key,prepp,trusted_secondary,unofficial,final,unknown,manual,https://cdn-images.prepp.in/public/image/SSC_CGL_Tier_2_Answer_Key_2024_Out_9eae33e38cd14ec22028fdb5048a82bd.pdf,https://cdn-images.prepp.in/public/image/SSC_CGL_Tier_2_Answer_Key_2024_Out_9eae33e38cd14ec22028fdb5048a82bd.pdf,200,application/pdf,2026-05-18T18:21:22.786204+00:00,278059,b5bb9ee710200cf74cf5b7193623889455458e0bcb5347f893cb1f674514bf3a,Mirror PDF for SSC CGL 2024 Tier II final answer key notice. Official SSC direct PDF not resolved in this pass.,,,raw_sources\primary\2024\tier2_paper1\answer_key\ssc_cgl_2024_tier2_paper1_na_na_answer_key.pdf,
